Protein ID	Gene ID	Gene Name	Description	Coverage	Proteins in group	Amount Proteins	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
ENSP00000367196.4	ENSG00000122694.16	GLIPR2	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	0.512987012987013	ENSP00000367196.4,ENSP00000367195.1,ENSP00000478768.1,ENSP00000379857.4	4	8	8	6	5	6	5	0.0	0.0	511553779.69108075	739435624.9233907	-0.0201337796594778	0.204846831040472	0.19497412315174	0.0102976662089862	0.22029051840849	0.0436483843043725	-0.00738130479988808	0.0586768334644336	0.00423824166646547	-0.131186249476892	-0.0216156510286254	-0.076974779490131	-0.193566507672387	-0.047876253517396	0.0398892975224747	0.004752782954899	-0.000146309186394689	-0.0424274703363547	-0.411590564030503	0.0320093508802373	0.134009778152944	0.175190122349833	0.34127486707152	-0.127899285473987	0.00642346142981332	-0.0130569649189098	-0.0494276903055173	0.000146309186394689	-0.0227980616827264	0.0544783364489163	-0.160904364318675	-0.575698607482654	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
ENSP00000245932.5	ENSG00000125753.14	VASP	vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]	0.2657894736842105	ENSP00000467061.1,ENSP00000245932.5,ENSP00000464742.1,ENSP00000467005.1,ENSP00000466319.1	5	8	13	7	10	7	10	0.0	0.0	1453701203.8053386	5183324352.986165	1.14497321873283	-0.608476564225891	-0.599458933734294	0.77279679354355	0.365853973219489	0.680903861311851	0.0188447888708447	-1.01548881789707	-0.265342596128264	-0.559561273023914	-0.0399477817008904	0.00720878045450313	0.373581288911291	-0.113677888963871	-0.37231732163657	0.0265953127923009	0.00204751904670886	-0.0182565090214606	0.0578746404546902	0.554765206464403	0.0175971585874741	0.209228574594071	0.0692002313141797	-0.0591741857139603	0.123144761324898	-0.164443347509289	-0.826438622069851	-0.00204751904671241	-0.422101054364527	-0.561354794367729	-0.323840631207041	-0.636419817328273	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
ENSP00000322439.3	ENSG00000178952.11	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	0.06373626373626373	ENSP00000322439.3,ENSP00000455007.1	2	1	1	1	1	1	1	0.0	0.0	11117796.438476562	48070171.09375	-0.163191726640395	0.197469982625361	-0.1934403639187	-0.285360739565107	-0.207423162763751	-0.132083698653835	-0.144842750790375	-0.268380081596751	-0.179839900560996	0.922181290099662	-0.00984810003244974	0.0448386026936678	-0.232827022688367	0.32739451660653	-0.182047657603691	0.152726806453844	-0.314418781280493	0.333375695859758	1.19329810006092	-0.27639512549545	-0.313798721097294	-0.30387231479587	-0.13254765739869	0.0320396509294856	-0.0515079569272583	0.39855030145314	1.48381000832892	0.314418781280491	1.08410575202658	0.403866999989617	-0.0240037972815959	1.1167810751895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSP00000011292.3	ENSG00000091704.10	CPA1	carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296]	0.1957040572792363	ENSP00000011292.3,ENSP00000475021.1,ENSP00000420218.1,ENSP00000419408.1,ENSP00000419497.1	5	5	5	5	5	5	5	0.0	0.0	1778185801.5523682	502914547.81315106	0.16713914773625	-0.0510277757212183	0.383952983459661	0.330717065673532	0.14999284341587	-0.20573366633786	0.00267712816555932	-0.296044420974884	-0.333050200067309	0.236729287538267	0.0566435966169578	0.0595364766470947	0.261157519403321	0.101773195928144	0.0562104539258925	-0.0788597783027924	0.0560554334852377	-0.427687210106368	0.282489133561578	-0.048375554012857	-0.181285264675164	-0.0301535714217609	0.0345047031413701	0.528801187469959	-0.274302433677487	-0.313875960828115	0.16169143773573	-0.0560554334852412	0.0395571202422982	-0.29225654488509	-0.233227027034243	0.0483188780807584	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
ENSP00000345719.4	ENSG00000136827.12	TOR1A	torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]	0.10843373493975904	ENSP00000345719.4	1	2	2	2	2	2	2	0.0	0.0	53309401.68261719	603043988.8774414	-0.274129779572228	0.462659719285801	0.171627551020771	0.166969302488735	0.607035928218554	0.0624073023081912	-0.0217264153626484	0.463758701408342	-0.0277638622082712	0.272419563277342	-0.0131839408236409	0.247985410436219	0.454037768623277	0.154851028229649	0.412320539266568	0.0329463118173079	-0.0767612180448083	0.128464864829612	0.386039120969394	-0.100856506597772	0.163260127293801	0.0932335853073036	0.505255910624881	0.112806135110694	0.481569010913784	0.274009615628794	0.34725434389466	0.0767612180448092	0.401645449601679	0.536944393578025	0.0210116728053906	0.0170279987200894	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ENSP00000373370.4	ENSG00000143520.6	FLG2	filaggrin family member 2 [Source:HGNC Symbol;Acc:HGNC:33276]	0.04600585529067336	ENSP00000373370.4	1	5	8	4	7	4	7	0.0	0.0	900391477.2559204	853437902.8713278	0.148528965221601	-0.314219735565713	0.643189937746392	0.783947833845389	-0.000384142039489888	0.0583174100051593	0.0682253078771327	-0.0797379922498145	0.352739432848987	-0.102050460665076	0.0615957221567864	-0.513686820969264	0.354286010293754	-0.536880325937803	-0.575461616047036	0.0424849232313385	-0.000536880982611621	0.703286424739391	-0.133129035293657	-0.554158506406163	-0.0586205792590784	-0.777403655994452	0.14222367658243	0.380533366148764	0.232010243313018	1.17895368451913	1.72297230459843	0.000536880982611621	-0.0392185373243477	0.295454925368956	0.131486407811111	0.0529403369414352	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
ENSP00000356632.3	ENSG00000146386.8	ABRACL	ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]	0.4567901234567901	ENSP00000356632.3	1	4	5	2	2	2	2	0.0	0.0	330473171.97927856	260916472.3371582	0.750852641940588	-0.242263945503558	-0.234601549382432	0.27822188351567	0.415988140514826	0.665152812316744	0.0707546402963697	-0.931227152946458	0.167519989894473	-0.312165364657139	-0.033393570804753	0.262533455687659	0.534277914888855	-0.0418181154694599	-0.222870292545911	-0.0250591823326189	-0.040603595781187	0.0652874851080227	0.28779159075574	0.313713139606381	0.348615094310929	0.260077993574668	0.11036851080734	-0.0443561879688623	0.125902853416882	-0.232685211142517	-0.477890139971343	0.040603595781187	-0.419499890723266	-0.310144925363025	-0.363009124417214	-0.927876050939419	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
ENSP00000410007.1	ENSG00000177051.6	FBXO46	F-box protein 46 [Source:HGNC Symbol;Acc:HGNC:25069]	0.011608623548922056	ENSP00000410007.1	1	NA	1	NA	1	NA	1	NA	0.004069767441860465	NA	6094003654.944336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13853530611636	0.0676647085522841	-0.610428424001469	-0.0722928445017672	0.490475657604932	0.0677448866716004	0.447598804543321	-0.235391843939343	0.427463165873348	0.455093291331794	-0.751806829487538	-0.138535306116356	-0.413133759673515	-0.346952030282326	0.281083793053671	-0.588680650873043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSP00000417824.1	ENSG00000055955.17	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:6169]	0.7155080213903743	ENSP00000417824.1,ENSP00000384425.1,ENSP00000395634.2	3	1127	1303	88	99	1	1	0.0	0.0	22413470045.803383	151627991.6875	0.0037010615021984	-0.546697233896309	-0.410822537350814	-0.333884573392389	-0.276983291164054	-0.197578158525381	0.0582952447998588	0.42718048225208	-0.174520385968281	0.822903443119607	-0.0411926199447095	-0.514921128501799	-0.278837712711754	-0.00796826372510218	-0.259476576637436	0.00234371271654865	0.00599848376739232	0.347249799763896	0.808314592222077	-0.137234477972843	-0.0113551730765629	-0.221459689534105	0.0646251292571263	0.156050999102849	-0.181641629740074	0.202251927044712	0.692504063249778	-0.00599848376739232	0.646857601511455	0.116680532973929	-0.263877571679757	0.547897860551371	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ENSP00000225371.5	ENSG00000121053.6	EPX	eosinophil peroxidase [Source:HGNC Symbol;Acc:HGNC:3423]	0.044755244755244755	ENSP00000225371.5	1	4	4	3	2	2	1	0.0	0.0	126962278.55969238	86900139.38232422	-0.375889219578619	-0.664036582695758	1.99320015113929	0.39289098071926	-0.908234714615928	-0.0287369990955959	0.0341571118995452	-0.512053825683107	-0.0457481269912448	0.16980960075762	-0.0539187481011645	-0.150776329489123	-0.210111946400361	-0.895396131961739	-0.580416415366758	0.0177975918326396	0.0182390980826206	-1.4121613585878	0.333864587816354	0.349206764616479	-1.67365993307416	-0.27732430603701	-1.51815481778998	-1.78717599866657	-1.69614516823763	-1.37384433372245	-1.33715697272174	-0.018239098082617	-1.07096175257871	-1.37007869590945	0.136765272869422	0.254353626000634	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSP00000246639.3	ENSG00000197079.9	KRT35	keratin 35 [Source:HGNC Symbol;Acc:HGNC:6453]	0.0945054945054945	ENSP00000246639.3	1	11	NA	4	NA	1	NA	0.0	NA	803133266.5664062	NA	-0.588561685046496	0.108537984301332	-0.382198470406214	-0.102995711753218	-0.51045996381049	-0.343678000108875	-0.117654665848128	-0.766769083247842	2.88036667374036	0.340677791396423	0.10557652356958	-0.135757957361808	-0.0460571578509814	-0.247277453528444	-0.00877615272676557	0.0101140979095664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSP00000239462.4	ENSG00000120332.17	TNN	tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]	0.1077752117013087	ENSP00000239462.4,ENSP00000480895.1	2	6	9	5	8	5	8	0.0	0.0	444219634.5948079	643293903.4389648	-0.175172780128557	0.311138755306908	0.042926135861709	0.0463535186568897	0.0255852459908166	0.0285802989008239	0.0203243307443124	0.149918836177305	0.0313561240918911	0.151470897561946	-0.010147106752493	0.131641118382307	0.252263280947407	0.198661922618165	0.067447672097293	0.0128160378415814	-0.00113322081483602	0.197976270011734	0.0196510793048521	0.0923385707996722	-0.070534605810689	-0.0793108413454009	-0.113194361802695	0.0707713647214661	-0.115874499549648	0.260354548751012	0.272682007754646	0.00113322081483602	0.269869003462999	0.183536154976236	0.0163556397685909	0.423016310520412	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
ENSP00000308452.8	ENSG00000128422.18	KRT17	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	0.6435185185185185	ENSP00000308452.8,ENSP00000467418.1,ENSP00000463483.1,ENSP00000377616.3,ENSP00000497161.1,ENSP00000468672.1,ENSP00000459559.2,ENSP00000251643.4,ENSP00000497770.1	9	53	48	21	22	10	10	0.0	0.0	3183791446.4068604	2414497920.480774	-0.820131592156406	-0.517497965064555	-0.586417060568731	2.52236450620778	-0.713622899615189	-0.345984897546524	-0.065548286810956	-0.51478203315968	-0.65340107128481	-0.48079921697852	0.0225101223589554	-0.583666336159284	-0.548676689564774	-0.682298083361099	-0.520614001804972	0.0209096336221819	0.00189686390612209	0.624676008746816	-0.467018022679033	-1.18875717906811	-1.117324188357	-1.66073197911452	-1.06329567244328	0.602757326045115	-1.10247607041224	-0.662331966274534	-0.148635962969532	-0.00189686390612209	-0.611215812249332	-0.864059255104083	-1.03998835638748	-0.451339504743929	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
ENSP00000254878.3	ENSG00000132541.11	RIDA	reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]	0.11678832116788321	ENSP00000254878.3	1	1	NA	1	NA	1	NA	0.0020093770931011385	NA	16059987514.840332	NA	0.0806995526747833	0.17243502720317	-0.163338377773055	-0.224802813099384	0.106906043952602	0.182714219322488	0.0698130974013482	-0.0340936914136414	0.0372448650637285	0.606059954279516	-0.0990203353770163	-0.105058421798011	-0.121959875232593	0.169413106257911	0.211213718842505	0.0272431936066795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSP00000345968.4	ENSG00000161031.13	PGLYRP2	peptidoglycan recognition protein 2 [Source:HGNC Symbol;Acc:HGNC:30013]	0.5659722222222222	ENSP00000292609.3,ENSP00000345968.4,ENSP00000472856.2,ENSP00000470112.1	4	216	210	24	24	24	24	0.0	0.0	158381461075.21167	58805171765.7877	0.0735239770714013	0.083593766447807	-0.106515919478033	-0.00808778864684001	0.197848363906333	0.0309604922304629	0.00684740247918203	0.784756442482982	0.512040579046786	0.0167869678607087	0.0101342544431304	0.28336653785472	0.0191934396093547	0.138084119473772	0.136997628506649	-0.0118149114146799	-0.00247565884860634	-0.0527528144845526	-0.0673573333066884	-0.0452106782158648	0.144916866899049	-0.207133694856462	-0.0233464356687056	-0.0200481918085949	-0.0929798443499399	0.116031874441728	-0.0639861849994672	0.00247565884860634	0.303868909812628	0.608401667907239	0.602483172023446	0.456783450975035	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208
ENSP00000311502.3	ENSG00000173706.14	HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	0.08182476466328747	ENSP00000311502.3	1	7	9	6	7	6	6	0.0	0.0	1055021898.2559814	846081568.8503622	0.137483732459149	0.0868621552811231	-0.0606237178549947	-0.172429197346109	0.194518669132954	-0.0846970343927751	-0.0048245858727709	0.352159219256798	0.470849033828552	0.14838851251236	-0.0166086294374352	0.170481695777619	-0.0330173569616878	0.12763794548203	-0.0487105654387641	0.0384110034974796	-0.00507200688551634	0.158753359290772	0.430190036054599	-0.0902283626198539	0.0337479159486875	-0.147417284870895	-0.358243406661399	0.110632034263961	-0.0929921023951277	0.149448096135048	0.278229736833456	0.0050720068855199	0.286561573160823	-0.229153235247361	0.187835611189044	0.171622055835103	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ENSP00000471384.1	ENSG00000125730.17	C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	0.8811881188118812	ENSP00000471384.1	1	718	936	30	30	2	3	0.0	0.0	70261399.41265869	389730319.0563558	0.195297129681216	0.111139166104214	-0.0919327012351392	-0.195609274508639	-0.213187144161166	-0.0843441693457523	-0.0121349223680385	0.632350979525968	0.141277214915852	-0.11795093737445	0.096360702098802	-0.0846970533005162	0.347318563866621	0.417900346634299	-0.0514792191127409	-0.0861898240997387	0.0385336577593449	-0.140602845292571	-0.309937884905326	0.0779847465251393	-0.0199820469182193	0.554692929047749	-0.00731558519115527	0.409677260647126	0.0133474078243125	0.521507026030893	-0.504492061962219	-0.0385336577593485	-0.323848902647191	0.903759813151209	0.0591460775132155	0.0776476522846341	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
ENSP00000456615.1	ENSG00000261147.1	NA	novel protein	0.04608294930875576	ENSP00000456615.1	1	2	NA	1	NA	1	NA	0.00395778364116095	NA	170219564.04833984	NA	0.0620714223661691	0.492311901420677	0.518780896961719	0.427142611702239	0.200247749106468	0.390111249579364	0.0613254783788806	-1.41648972030896	0.50364475147143	-0.593712633557735	-0.0497333210147959	0.568035013855033	0.1421261019396	0.287922422202512	0.252934425776608	-0.0135562017330644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSP00000381607.3	ENSG00000084207.18	GSTP1	glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]	0.38571428571428573	ENSP00000381604.1,ENSP00000381607.3,ENSP00000494477.1,ENSP00000484929.1	4	7	10	4	7	4	7	0.0	0.0	437500163.6515706	988757559.9567057	0.230345792137786	-0.1753568792997	0.319963691263755	0.0947168696860068	0.0119679356290447	0.0737286817565987	-0.066763726135787	-0.351585858354834	0.0572900999820405	-0.0798482144723742	0.00219067914352067	-0.0683398877856582	-0.161030787685148	-0.111412893470527	-0.24616534900438	0.0412693012623642	-0.0276584046775756	0.36265117540915	0.213409412847857	0.0618545739041405	-0.067778037978746	0.270138346332064	-0.190537688070346	0.297705359352623	0.0635192288171833	-0.141736330375384	0.0767418186992002	0.0276584046775739	0.0745864845780151	0.0177274606179818	0.117406952971681	-0.0996089955568102	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
ENSP00000374854.2	ENSG00000211673.2	IGLV3-1	immunoglobulin lambda variable 3-1 [Source:HGNC Symbol;Acc:HGNC:5896]	0.19130434782608696	ENSP00000374854.2	1	3	2	2	2	2	2	0.0	0.0	109405523.23876953	175884855.61071777	0.314225395484264	0.343513938397043	-0.150038593830086	-0.621364910127307	0.0187001017997055	0.352141676145042	0.105147224499791	-0.789788301756959	0.22491659421094	-0.194556012269537	0.119701490094453	1.15249791535518	-0.587158207619927	-0.836202547896049	1.47225351219875	-0.22681275896322	0.0695319763723052	-0.586511967254028	0.136682920776379	0.839324443433615	-1.03112810414452	0.691375511137299	-0.863249756318372	-1.14019610288923	-0.883853433148784	-0.252659280052038	-0.426404111976272	-0.069531976372307	-0.735165379499329	-1.40381755882179	-0.705939092885068	-1.21827514393502	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ENSP00000362308.5	ENSG00000131171.13	SH3BGRL	SH3 domain binding glutamate rich protein like [Source:HGNC Symbol;Acc:HGNC:10823]	0.47368421052631576	ENSP00000362308.5	1	5	5	3	3	3	3	0.0	0.0	379631264.9661458	346087571.4034831	0.629098457779666	-0.0366567782172353	0.135860390261609	0.436322640201389	0.174433355553958	0.224014173213707	-0.0174204503613202	-0.316412735632502	-0.00885972851755135	-0.200426705364778	0.0159463795899573	0.180301425877721	0.118023976477444	-0.175407012462985	-0.260818645565926	0.00739801143786778	-0.0544340490390809	-0.0304307002742217	-0.0283577042309187	0.396600491315052	-0.0278233123551033	0.2504326301718	-0.158213139846873	0.0800790316619882	0.0876701173676544	-0.216555384942337	-0.600021356979507	0.0544340490390809	-0.587205613897575	-0.120404766248074	-0.0682443441447873	-0.427574079240353	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
ENSP00000256412.4	ENSG00000134028.14	ADAMDEC1	ADAM like decysin 1 [Source:HGNC Symbol;Acc:HGNC:16299]	0.07872340425531915	ENSP00000256412.4,ENSP00000428993.1	2	1	1	1	1	1	1	0.0	0.0	78950694.4140625	2101053172.2096558	0.619429836277561	0.254234584115709	-0.0508447982831797	0.264391008521173	0.452743239425612	0.0928953295937589	-0.0412150261026083	0.535024176196023	0.280979040751392	0.292942367619156	0.0862127218137214	0.224720224653449	0.125992452174254	0.0879375850893727	-0.0786412646330259	-0.0469617400800928	0.10867235516519	-0.0720293735768873	0.0274152950386135	0.187078655679308	0.296248531768558	-0.680746854334289	-0.209598549136442	0.0156999443810442	-0.17007226475209	-0.180731288250763	-0.9067646728009	-0.10867235516519	-0.263465703985814	0.0368847439128661	0.0598965745530222	0.319406403716458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSP00000354090.5	ENSG00000254415.4	SIGLEC14	sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]	0.1919191919191919	ENSP00000473238.1,ENSP00000470259.1,ENSP00000415200.2,ENSP00000507738.1,ENSP00000354090.5	5	9	9	6	6	6	6	0.0	0.0	1878531103.979411	5700794995.228353	0.0425483200674996	-0.492881553248717	0.0708219189814709	-0.678382455181293	0.374226258540954	0.137860832753702	-0.0105772636493979	-0.272352204859711	-0.167970172766321	0.076018249909044	0.00547315126471482	0.218266680468723	-0.373646913741206	0.303931571120101	0.220091273613608	0.00100360258819521	0.00764101338198842	0.106568736442044	-0.241854492129887	0.222840780281413	0.406470607764835	0.0568974432587614	0.355930335810281	0.335048373973514	0.152419113514084	0.0989130490195489	-0.168475377668468	-0.00764101338198842	-0.350732060091941	-0.521841901548671	-0.233834774839373	-0.153386113335417	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
ENSP00000233735.1	ENSG00000115386.6	REG1A	regenerating family member 1 alpha [Source:HGNC Symbol;Acc:HGNC:9951]	0.2710843373493976	ENSP00000233735.1	1	3	5	2	4	2	3	0.0	0.0006226650062266501	197256675.25549316	1045869466.1975912	0.179709234956995	-0.450056737847289	0.521455070745823	-0.0994376280017164	-0.0360290293130241	-0.220498102671353	-0.0575783699066212	0.46745883325082	0.0655239705073232	0.546010051243137	0.0433487618657153	-0.0290087673510993	0.0208641561888054	-0.518114329718918	-0.695633126442299	0.00987384750337128	0.0347408076338844	-0.122899764387382	-0.236210430011635	-0.00478482178467843	0.117030282469745	-0.249089098911253	0.0758172321716968	0.00252859806173689	-0.375183483653679	-0.19741815205361	-0.178152188125896	-0.034740807633888	0.115677180190206	0.229531560192138	0.0864002338040244	0.3014464691837	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
ENSP00000378131.3	ENSG00000205403.14	CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]	0.544839255499154	ENSP00000493607.1,ENSP00000378130.2,ENSP00000378131.3,ENSP00000427438.1,ENSP00000422009.1	5	392	499	31	32	31	32	0.0	0.0	382623104448.0086	380880667020.3238	0.0248905830316257	0.236836139789908	0.27109730409966	0.226428296127176	-0.0235774368467307	-0.0258016675616446	-0.00533684146036872	0.0926042663586593	-0.192058707290292	-0.232534043430163	0.000241455658988698	-0.00594244608487937	0.0634898404246282	0.231717891500939	0.174273778081051	0.00382547577798675	-0.00131602713403289	0.0190957206027047	-0.174809553003641	0.147812310525103	-0.0215033641992886	-0.0105420945470316	0.0917038961515315	-0.00936595504517257	0.0133014235389535	0.395484856824829	-0.267230771781271	0.00131602713403467	-0.156620358923983	0.232015795284768	-0.0807008346105622	-0.0244884910028826	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	496	496	496	496	496	496	496	496	496	496	496	496	496	496	496	496	496
ENSP00000291744.6	ENSG00000160339.16	FCN2	ficolin 2 [Source:HGNC Symbol;Acc:HGNC:3624]	0.41533546325878595	ENSP00000291744.6,ENSP00000291741.5	2	38	38	14	12	11	11	0.0	0.0	18641881303.079548	37565894446.03974	0.142446747539768	0.102299220602587	-0.0892867978051548	0.174657277636651	-0.653817848070057	0.213252859395899	0.00521025828158006	-0.0353094737434141	0.0824519365062049	0.106596610432373	0.0167902455596458	0.081354006431912	-0.118619260559781	0.259861728026495	0.131400759047029	-0.0111110709384619	-0.00683492248328754	0.137880113172313	-0.346229074331847	0.253829283863546	0.00124465847443922	0.0610019299538704	0.094401821760683	-0.243502704506943	-0.0764610084688577	0.103835791792482	-0.17267242272759	0.00683492248328932	-0.311533799241662	-0.0325225047650122	-0.0732822116089586	0.231462188364144	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
